Index,Joueur,Age,Equipe,Position,Ligue,Matchs joues,Titularisations,Minutes jouees,Nombre de matchs de 90 minutes,Buts,Passes decisives,Buts + Passes decisives,Buts hors penalty,Penaltys marques,Penaltys tentes,Cartons jaunes,Cartons rouges,Buts attendus (xG),Buts attendus hors penalty (npxG),Passes decisives attendues (xAG),Somme des buts et passes attendus hors penalty,Courses progressives,Passes progressives,Receptions progressives,Buts par 90 minutes,Passes decisives par 90 minutes,Buts + Passes par 90 minutes,Buts hors penalty par 90 minutes,Buts + Passes hors penalty par 90 minutes,Buts attendus par 90 minutes,Passes decisives attendues par 90 minutes,Buts et passes attendus par 90 minutes,Buts attendus hors penalty par 90 minutes,Somme des contributions attendues par 90 minutes,Matchs de 90 minutes,Actions menant a un tir,Actions menant a un tir par 90 minutes,Actions menant a un tir via passe,Actions menant a un tir via passe arretee,Actions menant a un tir via dribble reussi,Actions menant a un tir via une tentative de tir,Actions menant a un tir via une faute subie,Actions menant a un tir via action d�fensive,Actions menant a un but,Actions menant a un but par 90 minutes,Actions menant a un but via passe,Actions menant a un but via passe arretee,Actions menant a un but via dribble reussi,Actions menant a un but via une tentative de tir,Actions menant a un but via une faute subie,Actions menant a un but via action defensive,Passes reussies,Passes tentees,Pourcentage de passes reussies,Distance totale des passes,Distance progressive des passes,Passes courtes reussies,Passes courtes tentees,Pourcentage de passes courtes reussies,Passes moyennes reussies,Passes moyennes tentees,Pourcentage de passes moyennes reussies,Passes longues reussies,Passes longues tentees,Pourcentage de passes longues reussies,Difference entre passes et passes attendues,Passes cles,Passes dans le dernier tiers,Passes dans la surface de r�paration,Centres dans la surface,Passes progressives.1,Deuxi�me carton jaune,Fautes commises,Fautes subies,Hors-jeux,Centres tentes,Interceptions,Tacles reussis,Penaltys obtenus,Penaltys concedes,Buts contre son camp,Ballons recuperes,Duels aeriens gagnes,Duels aeriens perdus,Pourcentage de duels aeriens gagnes,Tirs,Tirs cadres,Pourcentage de tirs cadres,Tirs par 90 minutes,Tirs cadres par 90 minutes,Buts par tir,Buts par tir cadre,Distance moyenne des tirs,Coups francs tentes,Penaltys marques.1,Penaltys tentes.1,Buts attendus hors penalty par tir,Difference entre buts marques et attendus,Difference entre buts hors penalty marques et attendus,Tacles,Tacles reussis.1,Tacles dans le tiers d�fensif,Tacles dans le tiers median,Tacles dans le tiers offensif,Duels defensifs gagnes,Duels defensifs tentes,Pourcentage de duels gagnes,Duels perdus,Contres,Tirs contres,Passes bloquees,Interceptions.1,Total tacles + interceptions,Degagements,Erreurs menant a un tir,Minutes par match joue,Pourcentage de minutes jouees,Titularisations.1,Minutes par titularisation,Matchs complets,Remplacements,Minutes par entree en jeu,Matchs non joues,Points par match,Succes d equipe buts marques,Succes d equipe buts concedes,Succes d'�quipe �,Succes d equipe +/-90,Succes d equipe On-Off,Succes d equipe (xG) buts attendus marques,Succes d equipe (xG) buts attendus concedes,Succes d equipe (xG) difference xG (xG+/-),Succes d equipe (xG) difference xG par 90 minutes (xG+/-90),Succes d equipe (xG) On-Off,Touches de balle,Touches de balle surface defensive,Touches de balle tiers defensif,Touches de balle tiers median,Touches de balle tiers offensif,Touches de balle surface offensive,Touches de balle en jeu,Dribbles tentes,Dribbles reussis,Pourcentage de dribbles reussis,Dribbles arretes par l adversaire,Pourcentage de dribbles arretes,Portees de balle,Distance totale des portees de balle,Distance progressive des portees de balle,Portees progressives,Portees dans le dernier tiers,Portees jusqu a la surface de reparation
1988,Tom Pouilly,21,Lens,Défenseur,Ligue 1,2,0,46,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,36,66,367,112,11,15,73,13,18,72,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,1,100,0,1,0,1,1,3,3,0,23,2,0,0,0,2,23,8,1,0,2,-2,-3,-4,0,1,-1,-2,-3,44,2,14,20,12,1,44,0,0,0,0,0,23,87,39,2,1,1
1989,Yussuf Poulsen,30,RB Leipzig,Attaquant,Bundesliga,12,2,246,2,0,0,0,0,0,0,1,0,1,1,0,1,2,6,19,0,0,0,0,0,0,0,0,0,0,2,4,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,50,84,59,611,169,35,49,71,11,22,50,1,3,33,0,2,6,3,0,6,0,3,10,0,1,0,5,0,0,0,11,17,5,77,6,2,33,2,0,0,0,7,0,0,0,0,-1,-1,9,5,2,5,2,3,6,50,3,5,2,3,0,9,9,0,21,13,2,64,0,10,12,1,1,1,0,1,0,0,3,4,0,0,0,135,10,28,62,46,14,135,5,1,20,3,60,49,247,78,2,4,0
1990,Beñat Prados,24,Athletic Club,Milieu,La Liga,18,12,998,11,1,0,1,1,0,0,6,0,0,0,0,1,11,41,23,0,0,0,0,0,0,0,0,0,0,11,12,1,12,0,0,0,0,0,2,0,2,0,0,0,0,0,412,503,81,6849,1566,181,212,85,192,220,87,27,48,56,0,5,41,4,1,41,0,21,12,0,6,20,15,0,0,0,57,14,12,53,11,5,45,0,0,0,0,21,0,0,0,0,0,0,23,15,8,11,4,7,24,29,17,16,1,15,20,43,19,0,55,48,12,69,2,6,28,3,2,19,8,11,0,0,17,9,8,0,0,621,22,113,396,118,16,621,15,4,26,9,60,313,1436,666,11,12,0
1991,Alexander Prass,23,Hoffenheim,Défenseur,Bundesliga,19,16,1346,15,0,1,1,0,0,0,1,0,0,0,2,3,27,59,63,0,0,0,0,0,0,0,0,0,0,15,35,2,29,1,4,0,1,0,5,0,3,1,0,0,1,0,643,877,73,10593,3689,305,351,86,277,359,77,45,104,43,-1,18,35,24,10,59,0,16,20,0,48,7,21,1,0,0,79,14,17,45,12,1,8,0,0,0,0,18,1,0,0,0,0,0,37,21,20,14,3,22,50,44,28,25,3,22,7,44,35,4,71,71,16,80,6,3,24,0,0,21,28,-7,0,1,20,24,-3,0,0,1064,52,291,480,300,32,1064,41,19,46,17,41,542,2518,1252,27,28,5
1992,Matteo Prati,21,Cagliari,Milieu,Serie A,6,4,238,2,0,0,0,0,0,0,1,0,0,0,0,0,1,10,3,0,0,0,0,0,0,0,0,0,0,2,6,2,4,1,0,0,1,0,1,0,1,0,0,0,0,0,81,106,76,1636,439,24,29,82,44,52,84,12,23,52,0,4,7,2,1,10,0,5,4,0,4,2,2,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,3,1,2,6,33,4,0,0,0,2,7,3,1,40,11,4,58,0,2,3,16,0,1,4,-3,-1,0,2,3,0,0,0,128,3,36,72,20,1,128,3,0,0,1,33,64,275,121,1,2,0
1993,Abdón Prats,32,Mallorca,Attaquant,La Liga,15,1,228,2,2,0,2,1,1,1,4,0,1,1,0,1,0,5,6,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,31,46,67,518,124,15,21,71,10,13,76,4,5,80,0,0,3,1,0,5,0,4,8,1,0,1,1,0,0,0,11,12,18,40,10,3,30,3,1,0,0,15,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,2,1,1,1,2,3,0,15,11,1,62,0,14,12,6,1,5,4,1,0,0,4,4,0,0,0,83,4,11,39,33,16,82,0,0,0,0,0,41,124,27,0,0,0
1994,Grischa Prömel,30,Hoffenheim,Milieu,Bundesliga,2,2,174,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,80,95,84,1274,250,40,45,88,36,40,90,3,7,42,0,0,5,0,0,5,0,0,3,0,2,2,0,0,0,0,7,1,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,2,4,0,87,9,2,87,1,0,0,0,1,4,5,-1,0,0,4,4,0,0,0,106,4,19,71,18,0,106,1,0,0,1,100,70,300,137,2,1,0
1995,Ivan Provedel,30,Lazio,Gardien,Serie A,24,24,2160,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,24,9,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,705,904,78,19765,13484,104,104,100,352,354,99,248,441,56,0,3,20,2,0,4,0,0,5,0,0,0,0,0,0,0,41,7,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9,3,90,100,24,90,24,0,0,0,1,45,32,13,0,0,38,26,11,0,0,941,684,914,28,0,0,941,0,0,0,0,0,596,3076,1897,0,0,0
1996,Ivan Prtajin,28,Union Berlin,Attaquant,Bundesliga,4,2,134,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,44,38,191,37,11,20,55,3,9,33,1,2,50,0,1,0,1,1,1,0,1,1,1,3,0,1,0,0,0,4,9,15,37,7,2,28,4,1,0,0,14,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,2,0,2,0,2,3,0,34,7,2,58,0,2,9,0,1,1,1,0,0,0,2,1,0,0,0,71,3,6,27,38,12,71,1,1,100,0,0,35,94,23,1,0,1
1997,Javi Puado,26,Espanyol,Attaquant,La Liga,21,21,1806,20,8,1,9,6,2,2,4,0,6,4,0,5,41,40,61,0,0,0,0,0,0,0,0,0,0,20,28,1,20,0,2,3,3,0,4,0,3,0,0,0,1,0,295,390,75,4329,650,163,197,82,108,131,82,13,31,41,0,9,21,4,1,40,0,12,16,4,13,4,11,1,0,0,52,7,19,26,38,10,26,1,0,0,0,18,0,2,2,0,1,1,13,11,8,3,2,4,9,44,5,12,2,10,4,17,13,0,86,87,21,86,16,0,0,0,0,17,28,-11,0,0,16,31,-15,0,0,578,14,71,287,234,68,576,36,13,36,21,58,354,2790,1145,41,30,14
1998,Tymoteusz Puchacz,26,Holstein Kiel,Défenseur,Bundesliga,10,5,396,4,0,1,1,0,0,0,0,0,0,0,0,0,13,8,30,0,0,0,0,0,0,0,0,0,0,4,14,3,9,5,0,0,0,0,1,0,1,0,0,0,0,0,137,195,70,2283,769,77,84,91,45,71,63,12,31,38,0,8,6,6,6,8,0,2,7,1,37,3,4,0,0,0,32,4,4,50,4,1,25,0,0,0,0,21,0,0,0,0,0,0,9,4,6,3,0,5,7,71,2,4,1,3,3,12,11,0,40,21,5,54,0,5,25,4,0,6,10,-4,0,0,5,7,-1,0,0,247,15,74,94,87,2,247,19,9,47,8,42,109,703,353,13,11,0
1999,Diego Pugno,18,Juventus,Attaquant,Serie A,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100,28,0,2,2,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,7,1,1,0,1,-1,-12,-13,0,0,0,-9,-10,4,0,0,2,3,0,4,1,0,0,1,100,2,5,3,0,1,0
2000,Christian Pulisic,26,Milan,Attaquant,Serie A,19,16,1336,14,6,6,12,4,2,2,0,0,6,4,3,8,64,64,99,0,0,0,0,0,0,0,0,0,0,14,67,4,49,7,2,4,2,3,8,0,3,2,0,2,0,1,457,590,77,6727,1519,267,297,89,148,189,78,23,65,35,2,39,29,22,5,64,0,9,16,0,74,3,15,0,0,0,61,4,22,15,30,13,43,2,0,0,0,17,1,2,2,0,0,0,23,15,7,8,8,8,21,38,13,13,1,12,3,26,6,1,70,64,16,78,5,3,32,0,1,28,15,13,0,1,28,16,12,0,0,739,7,71,271,412,67,737,35,16,45,16,45,457,3129,1805,64,40,15
2001,Jarell Quansah,22,Liverpool,Défenseur,Premier League,5,2,228,2,0,0,0,0,0,0,1,0,0,0,0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,151,170,88,2579,885,57,59,96,86,96,89,5,10,50,0,0,9,0,0,6,0,5,1,0,2,3,7,0,0,0,5,5,6,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,7,2,0,4,5,80,1,3,3,0,3,12,10,0,46,11,2,68,1,3,31,18,2,9,4,5,1,0,5,3,2,0,0,200,23,100,82,18,2,200,2,1,50,1,50,124,732,411,2,3,1
2002,Leopold Querfeld,21,Union Berlin,Défenseur,Bundesliga,14,6,703,7,0,0,0,0,0,0,5,0,0,0,0,1,0,16,2,0,0,0,0,0,0,0,0,0,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,262,324,80,5156,2024,99,106,93,125,139,89,35,69,50,0,7,20,3,0,16,0,10,3,0,0,8,3,0,0,0,26,26,21,55,5,1,20,0,0,0,0,13,0,0,0,0,0,0,11,3,8,3,0,4,7,57,3,13,5,8,8,19,46,0,50,37,6,83,3,8,26,6,1,6,18,-12,-1,-1,8,12,-3,0,0,431,57,225,184,24,13,431,5,2,40,3,60,224,941,405,0,1,0
2003,Dani Raba,29,Leganés,Milieu,La Liga,15,11,855,9,1,4,5,0,1,2,2,0,2,0,2,2,22,24,50,0,0,0,0,0,0,0,0,0,0,9,51,5,20,11,9,2,5,4,8,0,5,1,1,0,1,0,196,292,67,3364,1125,95,114,83,69,100,69,24,57,42,1,24,21,12,2,24,0,15,32,1,44,10,13,1,0,0,54,2,8,20,13,3,23,1,0,0,0,32,1,1,2,0,-1,0,21,13,10,9,2,9,21,42,12,11,2,9,10,31,10,1,57,41,11,71,2,4,19,5,1,7,10,-3,0,0,8,16,-8,0,0,429,13,66,208,168,14,427,52,23,44,23,44,229,1358,719,22,17,4
2004,Adrien Rabiot,29,Marseille,Milieu,Ligue 1,16,14,1315,14,4,1,5,4,0,0,3,0,3,3,1,4,39,82,86,0,0,0,0,0,0,0,0,0,0,14,27,1,23,0,1,2,1,0,4,0,4,0,0,0,0,0,721,847,85,9994,2031,418,456,91,251,293,85,18,33,54,0,10,76,6,0,82,0,34,19,4,21,13,21,0,1,0,69,20,13,60,27,12,44,1,0,0,0,14,0,0,0,0,1,1,35,21,13,15,7,16,23,69,7,12,1,11,13,48,23,0,82,69,14,90,14,2,28,0,1,29,17,12,0,0,28,19,9,0,0,1012,23,140,553,330,50,1012,24,10,41,13,54,562,3124,1467,39,25,6
2005,Ionuț Radu,27,Venezia,Gardien,Serie A,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,35,68,511,306,6,6,100,15,16,93,3,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,4,1,90,1,0,0,0,0,0,1,-1,-1,0,0,1,0,0,0,38,36,38,0,0,0,38,0,0,0,0,0,29,128,75,0,0,0
2006,Hamza Rafia,25,Lecce,Milieu,Serie A,17,13,1013,11,0,0,0,0,0,0,4,0,0,0,1,1,13,51,31,0,0,0,0,0,0,0,0,0,0,11,36,3,24,7,1,0,1,3,0,0,0,0,0,0,0,0,403,513,78,6389,2189,211,236,89,146,179,81,32,64,50,-1,16,47,15,6,51,0,26,25,0,43,4,26,0,0,0,61,5,13,27,10,2,20,0,0,0,0,23,1,0,0,0,0,0,42,26,13,24,5,14,31,45,17,7,2,5,4,46,18,1,60,46,13,72,2,4,21,3,0,7,15,-8,0,0,10,17,-6,0,0,633,16,130,356,158,12,633,21,10,47,6,28,314,1503,658,13,16,2
2007,Hákon Rafn Valdimarsson,23,Brentford,Gardien,Premier League,2,1,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,46,70,65,1445,1110,8,8,100,21,21,100,17,41,41,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,73,6,1,90,1,1,55,22,0,0,2,-2,-1,-1,3,1,1,1,1,72,60,71,1,0,0,72,0,0,0,0,0,44,191,80,0,0,0
2008,Antonio Raillo,33,Mallorca,Défenseur,La Liga,21,21,1857,20,1,0,1,1,0,0,2,1,1,1,1,2,19,63,13,0,0,0,0,0,0,0,0,0,0,20,15,0,13,1,0,1,0,0,1,0,1,0,0,0,0,0,900,1020,88,17136,5849,303,330,91,502,542,92,84,125,67,-1,8,47,4,0,63,0,29,8,2,1,22,12,0,0,0,61,79,45,63,18,5,27,0,0,0,0,12,0,0,0,0,0,0,18,12,8,7,3,9,10,90,1,27,22,5,22,40,100,1,88,93,21,88,19,0,0,0,1,16,24,-8,0,0,21,22,-1,0,0,1227,203,630,514,88,37,1227,3,2,66,1,33,594,3480,2097,19,11,0
2009,Antonio Raimondo,20,Venezia,Attaquant,Serie A,9,0,94,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26,65,200,48,12,17,70,4,7,57,0,0,0,0,1,0,0,0,2,0,2,1,1,1,0,1,0,0,0,4,1,6,14,1,1,100,0,0,0,0,4,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,2,0,1,10,4,0,0,0,9,10,6,0,0,0,0,0,0,0,1,0,0,0,34,0,2,15,19,5,34,0,0,0,0,0,21,93,37,2,4,1
2010,Ylber Ramadani,28,Lecce,Milieu,Serie A,21,17,1430,15,0,1,1,0,0,0,3,0,0,0,0,1,7,46,4,0,0,0,0,0,0,0,0,0,0,15,26,1,26,0,0,0,0,0,4,0,4,0,0,0,0,0,598,721,82,10485,2849,266,299,89,254,291,87,66,105,62,0,11,44,2,0,46,0,12,10,0,4,18,21,0,0,0,97,7,18,28,9,5,55,0,0,0,0,25,0,0,0,0,0,0,38,21,18,20,0,24,37,64,13,25,8,17,18,56,21,3,68,66,17,77,6,4,30,2,1,9,29,-20,-1,0,14,26,-11,0,0,870,59,288,504,90,5,870,20,10,50,10,50,457,2080,772,7,8,2
2011,Benito Ramírez,29,Las Palmas,Défenseur,La Liga,14,1,326,3,0,0,0,0,0,0,2,1,0,0,0,0,12,12,48,0,0,0,0,0,0,0,0,0,0,3,18,5,15,1,0,1,1,0,0,0,0,0,0,0,0,0,184,230,80,2968,805,96,104,92,71,80,88,13,27,48,0,8,6,7,5,12,0,3,6,0,25,1,3,0,0,0,21,3,8,27,7,1,14,1,0,0,0,21,0,0,0,0,0,0,8,3,4,4,0,7,14,50,7,6,3,3,1,9,11,0,23,15,1,77,0,13,19,8,1,6,7,-1,0,0,5,7,-2,0,0,281,13,67,105,110,7,281,5,0,0,5,100,144,788,405,12,15,0
2012,Sandro Ramírez,29,Las Palmas,Attaquant,La Liga,19,16,1311,14,7,3,10,7,0,0,5,0,2,2,2,4,37,28,75,0,0,0,0,0,0,0,0,0,0,14,35,2,18,10,0,1,6,0,4,0,2,1,0,0,1,0,260,408,63,4309,1356,127,166,76,98,132,74,22,64,34,0,15,23,5,3,28,0,20,25,3,73,12,12,1,1,0,53,8,7,53,34,16,47,2,1,0,0,23,11,0,0,0,4,4,17,12,7,9,1,9,20,45,11,11,0,11,12,29,16,1,69,63,16,76,4,3,29,0,1,19,21,-2,0,0,14,27,-13,0,0,562,19,95,238,240,47,562,30,12,40,14,46,279,1662,784,37,15,17
2013,Gonçalo Ramos,23,Paris S-G,Attaquant,Ligue 1,10,5,402,4,4,2,6,4,0,0,0,0,4,4,1,6,3,8,24,0,0,1,0,1,1,0,1,1,1,4,12,2,10,0,0,2,0,0,2,0,1,0,0,1,0,0,70,88,79,740,160,52,61,85,11,14,78,0,0,0,0,9,2,4,0,8,0,5,5,5,0,0,5,0,0,0,9,12,5,70,21,14,66,4,3,0,0,8,0,0,0,0,0,0,7,5,3,3,1,2,2,100,0,3,1,2,0,7,2,0,40,21,5,61,1,5,20,0,2,12,3,9,2,0,12,3,9,2,0,136,4,15,35,86,42,136,5,0,0,4,80,47,180,70,3,2,2
2014,Aaron Ramsdale,26,Southampton,Gardien,Premier League,16,16,1440,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,456,689,66,12249,9612,138,138,100,172,182,94,140,359,39,0,0,23,1,0,0,0,0,2,0,0,2,0,0,0,0,10,4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,8,2,90,66,16,90,16,0,0,0,0,13,34,-21,-1,0,16,35,-19,-1,0,734,530,723,12,0,0,734,0,0,0,0,0,472,2421,1465,0,0,0
2015,Jacob Ramsey,23,Aston Villa,Attaquant,Premier League,16,11,1000,11,1,2,3,1,0,0,1,0,1,1,1,2,35,40,67,0,0,0,0,0,0,0,0,0,0,11,36,3,26,0,4,1,5,0,5,0,5,0,0,0,0,0,316,371,85,4167,911,222,242,91,75,89,84,10,15,66,0,11,15,10,0,40,0,8,16,2,6,7,9,0,0,0,50,4,5,44,13,4,30,1,0,0,0,16,0,0,0,0,0,0,17,9,9,6,2,7,11,63,4,11,3,8,7,24,5,0,63,46,11,72,2,5,41,0,1,18,20,-2,0,0,14,14,0,0,0,476,9,88,177,218,41,476,30,18,60,9,30,316,2126,990,35,19,12
2016,Luca Ranieri,25,Fiorentina,Défenseur,Serie A,22,21,1915,21,1,2,3,1,0,0,3,0,0,0,1,1,12,45,3,0,0,0,0,0,0,0,0,0,0,21,14,0,11,0,2,1,0,0,2,0,2,0,0,0,0,0,960,1101,87,18579,6809,327,346,94,513,545,94,109,181,60,0,10,45,5,1,45,0,14,12,0,3,16,10,0,1,0,56,34,43,44,7,1,14,0,0,0,1,18,0,0,0,0,0,0,18,10,12,5,1,9,13,69,4,29,21,8,16,34,94,1,87,92,21,89,19,1,45,0,1,39,21,18,0,1,29,19,9,0,1,1295,175,673,593,39,8,1295,12,6,50,5,41,755,3668,1825,12,12,1
2017,Grant Ranos,21,Gladbach,Attaquant,Bundesliga,2,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,66,71,16,8,12,66,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,2,0,2,0,1,0,0,10,1,0,0,0,2,10,5,0,1,2,-1,-4,-4,0,1,-1,-6,-6,17,0,1,9,7,0,17,0,0,0,0,0,10,35,18,1,1,0
2018,Lilian Raolisoa,24,Angers,Défenseur,Ligue 1,17,4,463,5,0,2,2,0,0,0,0,2,0,0,1,1,10,17,20,0,0,0,0,0,0,0,0,0,0,5,15,2,11,2,2,0,0,0,3,0,2,1,0,0,0,0,156,218,71,2607,1322,70,78,89,67,90,74,13,31,41,0,6,13,6,4,17,0,8,4,2,26,4,8,0,0,0,35,6,7,46,4,1,25,0,0,0,0,22,0,0,0,0,0,0,15,8,6,7,2,2,12,16,10,6,2,4,4,19,18,0,27,24,4,48,1,13,21,1,0,6,8,-2,0,0,6,8,-1,0,0,290,18,99,110,91,6,290,26,15,57,10,38,155,1034,497,10,16,1
2019,Raphinha,28,Barcelona,Attaquant,La Liga,23,22,1891,21,13,6,19,12,1,1,3,0,13,12,9,22,69,103,227,0,0,0,0,0,0,0,1,0,1,21,120,5,72,25,7,10,5,1,19,0,8,2,4,2,2,1,681,988,68,11711,3401,343,414,82,235,316,74,83,179,46,-3,69,59,47,11,103,0,5,26,7,151,5,18,2,0,0,68,3,4,42,71,28,39,3,1,0,0,19,10,1,1,0,0,0,27,18,6,15,6,14,25,56,11,19,2,17,5,32,17,0,82,91,22,85,16,1,32,0,2,58,20,38,1,1,53,23,30,1,1,1242,22,75,441,748,127,1241,79,39,49,33,41,666,3808,1980,69,43,37
2020,Marcus Rashford,27,Manchester Utd,Attaquant,Premier League,15,12,978,10,4,1,5,4,0,0,2,0,1,1,2,3,20,21,79,0,0,0,0,0,0,0,0,0,0,10,29,2,24,1,2,2,0,0,1,0,1,0,0,0,0,0,253,343,73,3508,868,168,201,83,56,85,65,14,28,50,-1,15,13,16,8,21,0,8,7,7,27,4,4,0,0,0,24,5,7,41,16,9,56,1,0,0,0,16,0,0,0,0,2,2,7,4,2,2,3,3,9,33,6,8,0,8,4,11,7,0,65,45,12,74,4,3,31,1,1,15,9,6,0,1,15,14,0,0,0,440,3,35,189,222,34,440,39,9,23,26,66,293,1694,728,20,19,12
2021,Giacomo Raspadori,24,Napoli,Attaquant,Serie A,13,2,319,3,1,0,1,1,0,0,1,0,1,1,0,1,4,14,18,0,0,0,0,0,0,0,0,0,0,3,15,4,8,4,2,0,1,0,1,0,0,0,0,0,1,0,105,150,70,1730,442,54,67,80,40,55,72,9,20,45,0,9,5,2,1,14,0,5,6,0,19,2,2,0,0,0,17,3,3,50,10,2,20,2,0,0,0,16,0,0,0,0,0,0,5,2,3,2,0,4,6,66,2,6,1,5,2,7,4,0,25,14,2,72,0,11,16,11,2,4,6,-2,0,-1,5,4,0,0,0,201,3,22,95,85,16,201,6,2,33,2,33,101,430,137,4,2,0
2022,Andrei Ratiu,26,Rayo Vallecano,Défenseur,La Liga,21,20,1818,20,1,2,3,1,0,0,2,0,1,1,3,4,67,79,90,0,0,0,0,0,0,0,0,0,0,20,49,2,34,3,6,3,1,2,4,0,2,0,0,2,0,0,819,1007,81,12531,4514,463,518,89,308,365,84,37,72,51,-1,20,58,8,4,79,0,15,8,4,49,16,27,0,0,0,96,9,22,29,20,4,20,0,0,0,0,17,0,0,0,0,0,0,45,27,28,11,6,27,40,67,13,19,2,17,16,61,42,1,87,87,20,89,18,1,34,1,1,24,20,4,0,0,26,23,3,0,0,1234,48,353,505,391,42,1234,71,41,57,27,38,632,4204,2051,67,47,18
2023,Raúl,24,Osasuna,Attaquant,La Liga,21,4,578,6,2,0,2,2,0,0,0,0,1,1,0,2,10,12,34,0,0,0,0,0,0,0,0,0,0,6,11,1,4,0,3,2,2,0,1,0,0,0,1,0,0,0,82,125,65,1152,171,48,62,77,27,36,75,3,10,30,0,2,8,0,0,12,0,8,9,6,4,0,4,0,0,0,9,14,11,56,16,8,50,2,1,0,0,16,0,0,0,0,0,0,7,4,1,4,2,2,5,40,3,3,0,3,0,7,3,0,28,29,4,68,0,17,18,1,1,6,11,-5,0,0,5,11,-6,0,0,188,4,13,84,97,28,188,15,10,66,5,33,122,633,248,10,9,4
2024,David Raum,26,RB Leipzig,Défenseur,Bundesliga,13,12,983,10,1,3,4,1,0,0,1,0,0,0,3,3,23,35,79,0,0,0,0,0,0,0,0,0,0,10,37,3,24,10,2,0,0,1,4,0,3,1,0,0,0,0,466,661,70,7839,3355,231,261,88,183,261,70,41,101,40,0,24,24,8,5,35,0,12,5,4,93,5,15,0,0,0,57,7,13,35,5,2,40,0,0,0,0,18,2,0,0,0,0,0,19,15,10,6,3,8,17,47,9,13,3,10,5,24,23,0,76,52,12,81,7,1,9,1,1,20,10,10,0,1,14,16,-2,0,0,749,32,221,283,254,30,749,16,7,43,6,37,334,1518,842,23,13,4
